Thana Name,District,Location,Crime Type,Date,Time
Data Gunj Baksh,Lahore,"31.575988535619928,74.2869950086454",antinorcoticsact,03/01/15,15:45:00
Data Gunj Baksh,Lahore,"31.579659086672628,74.29769490201652",motorcycletheft,02/01/15,23:30:00
Data Gunj Baksh,Lahore,"31.576908789206144,74.30081502809219",narcotics,08/01/15,0:30:00
Data Gunj Baksh,Lahore,"31.57483307315401,74.30427387456496",narcotics,07/01/15,21:55:00
Data Gunj Baksh,Lahore,"31.577722833518205,74.28454902497002",miscellaneous,08/01/15,19:50:00
Data Gunj Baksh,Lahore,"31.57640964282053,74.2902900631329",motorcycletheft,09/01/15,23:00:00
Data Gunj Baksh,Lahore,"31.575449002091897,74.30571691393605",loudspeakeract,11/01/15,14:15:00
Data Gunj Baksh,Lahore,"31.579705886272333,74.29694389016336",copyrightact,12/01/15,16:05:00
Data Gunj Baksh,Lahore,"31.580225786736342,74.29767386985415",miscellaneous,11/01/15,14:00:00
Data Gunj Baksh,Lahore,"31.574223473355268,74.27973020516382",narcotics,15/01/15,9:15:00
Data Gunj Baksh,Lahore,"31.577029248015954,74.29898580249807",robbery,15/01/15,9:45:00
Data Gunj Baksh,Lahore,"31.573470164652452,74.28306081417541",motorcycletheft,15/01/15,23:55:00
Data Gunj Baksh,Lahore,"31.579505446663344,74.29423372755397",gambling,16/01/15,19:18:00
Data Gunj Baksh,Lahore,"31.576103114261787,74.28971424529601",motorcycletheft,14/01/15,18:00:00
Data Gunj Baksh,Lahore,"31.57947391946352,74.2888262101573",fatalaccident,17/01/15,21:30:00
Data Gunj Baksh,Lahore,"31.579368703126736,74.29631653987514",gambling,18/01/15,12:10:00
Samanabad Town,Lahore,"31.553018944068253,74.30392993557768",overspeeding,02/01/15,17:30:00
Samanabad Town,Lahore,"31.55333500923314,74.30428167879461",overspeeding,01/01/15,1:50:00
Samanabad Town,Lahore,"31.55297238684093,74.30267497341914",miscellaneous,02/01/15,17:15:00
Samanabad Town,Lahore,"31.55255913323619,74.30351995113597",othercrimes,02/01/15,19:00:00
Samanabad Town,Lahore,"31.549041460293388,74.3144011152542",overspeeding,01/01/15,0:50:00
Samanabad Town,Lahore,"31.5528875976807,74.30407546746144",miscellaneous,03/01/15,15:30:00
Samanabad Town,Lahore,"31.552942496635627,74.3041319710852",miscellaneous,03/01/15,15:40:00
Samanabad Town,Lahore,"31.54506658416819,74.30329556836885",bulgery,02/01/15,23:15:00
Samanabad Town,Lahore,"31.553122127377353,74.30391840141633",miscellaneous,06/01/15,8:30:00
Samanabad Town,Lahore,"31.552971173023806,74.30407555354908",miscellaneous,06/01/15,8:45:00
Samanabad Town,Lahore,"31.552965030655766,74.30397978732525",miscellaneous,06/01/15,9:35:00
Samanabad Town,Lahore,"31.552779156794514,74.30398261481551",miscellaneous,07/01/15,20:25:00
Samanabad Town,Lahore,"31.545666596813096,74.30205031469646",antinorcoticsact,08/01/15,0:30:00
Samanabad Town,Lahore,"31.542444090186876,74.31710166505266",othercrimes,03/01/15,16:00:00
Samanabad Town,Lahore,"31.553382004715083,74.30491067803385",miscellaneous,08/01/15,22:20:00
Samanabad Town,Lahore,"31.55344505881544,74.30340141822995",miscellaneous,09/01/15,13:25:00
Samanabad Town,Lahore,"31.55262366473313,74.29604872609309",robbery,07/01/15,20:00:00
Samanabad Town,Lahore,"31.546182006942907,74.30213095525075",miscellaneous,08/01/15,23:00:00
Samanabad Town,Lahore,"31.547266299201386,74.30440156819985",miscellaneous,09/01/15,13:40:00
Samanabad Town,Lahore,"31.55128907238051,74.30060442446812",robbery,06/01/15,21:00:00
Samanabad Town,Lahore,"31.553033504280805,74.30395534792149",miscellaneous,09/01/15,16:50:00
Samanabad Town,Lahore,"31.552833829416574,74.30346701343115",armsordinanceact,10/01/15,12:10:00
Samanabad Town,Lahore,"31.547196326629503,74.30950501665448",loudspeakeract,09/01/15,13:55:00
Samanabad Town,Lahore,"31.55321286077716,74.30478862665291",miscellaneous,10/01/15,20:30:00
Samanabad Town,Lahore,"31.546229768039456,74.3021891427733",othercrimes,07/01/15,22:30:00
Samanabad Town,Lahore,"31.544453864193027,74.3049158545603",loudspeakeract,10/01/15,20:30:00
Samanabad Town,Lahore,"31.549273215140477,74.31314177071363",loudspeakeract,10/01/15,14:00:00
Samanabad Town,Lahore,"31.549388751866275,74.31314232414061",miscellaneous,11/01/15,14:35:00
Samanabad Town,Lahore,"31.545616570616975,74.31359193168433",miscellaneous,10/01/15,23:30:00
Samanabad Town,Lahore,"31.543650938939095,74.31418228190813",loudspeakeract,11/01/15,17:45:00
Samanabad Town,Lahore,"31.54836745959088,74.29835523574602",miscellaneous,11/01/15,22:40:00
Samanabad Town,Lahore,"31.547657966517903,74.299599533101",othercrimes,12/01/15,23:00:00
Samanabad Town,Lahore,"31.54116475802041,74.31810073762459",motorcycletheft,09/01/15,18:00:00
Samanabad Town,Lahore,"31.54709659109895,74.31644244110458",electricityact,12/01/15,0:00:00
Samanabad Town,Lahore,"31.55085029204833,74.30140521444919",miscellaneous,16/01/15,13:45:00
Samanabad Town,Lahore,"31.550838696791377,74.294890572899",miscellaneous,16/01/15,13:45:00
Samanabad Town,Lahore,"31.552982507128018,74.30373082737165",antinorcoticsact,18/01/15,12:05:00
Samanabad Town,Lahore,"31.55290824231029,74.30470507079289",motorcycletheft,07/01/15,22:11:00
Samanabad Town,Lahore,"31.54705237486471,74.31514900593262",miscellaneous,17/01/15,0:30:00
Shalamar Town,Lahore,"31.5906203,74.323219",miscellaneous,02/01/15,16:40:00
Shalamar Town,Lahore,"31.5921528,74.3161776",miscellaneous,05/01/15,16:20:00
Shalamar Town,Lahore,"31.587577746695633,74.31844487337412",miscellaneous,06/01/15,19:25:00
Shalamar Town,Lahore,"31.58757598554113,74.31828816172204",miscellaneous,10/01/15,13:20:00
Shalamar Town,Lahore,"31.58612496460921,74.32101494784096",miscellaneous,10/01/15,13:50:00
Shalamar Town,Lahore,"31.5876349,74.3201814",miscellaneous,10/01/15,13:55:00
Shalamar Town,Lahore,"31.58804791137928,74.31837186572278",miscellaneous,16/01/15,20:55:00
Shalamar Town,Lahore,"31.58769126374644,74.31925452103404",armsordinanceact,16/01/15,21:05:00
Shalamar Town,Lahore,"31.587441472594268,74.32026615570283",armsordinanceact,16/01/15,21:10:00
Shalamar Town,Lahore,"31.587572558251747,74.32077126378462",miscellaneous,16/01/15,19:05:00
Shalamar Town,Lahore,"31.58637469941515,74.3199803391855",loudspeakeract,16/01/15,15:40:00
Samanabad Town,Lahore,"31.53341286623459,74.29098273803127",narcotics,01/01/15,0:50:00
Samanabad Town,Lahore,"31.526027657020542,74.28781514825874",narcotics,03/01/15,1:30:00
Samanabad Town,Lahore,"31.530893963165095,74.29056797134515",motorcycletheft,01/01/15,21:00:00
Samanabad Town,Lahore,"31.5275696,74.2902536",othercrimes,02/01/15,18:00:00
Samanabad Town,Lahore,"31.527330068519642,74.29589082670078",narcotics,05/01/15,2:20:00
Samanabad Town,Lahore,"31.53104386863878,74.29442236466653",motorcyclesnatching,07/01/15,10:38:00
Samanabad Town,Lahore,"31.527908898201503,74.30272781133871",miscellaneous,07/01/15,23:50:00
Samanabad Town,Lahore,"31.52788428870008,74.30281169390115",armsordinanceact,08/01/15,0:10:00
Samanabad Town,Lahore,"31.527933987110423,74.30281395232124",armsordinanceact,08/01/15,0:30:00
Samanabad Town,Lahore,"31.53025851032428,74.28800565716676",motorcycletheft,08/01/15,19:30:00
Samanabad Town,Lahore,"31.53619214406572,74.29166052676159",loudspeakeract,08/01/15,19:20:00
Samanabad Town,Lahore,"31.529630672741018,74.29953383247818",othercrimes,08/01/15,16:30:00
Samanabad Town,Lahore,"31.5300569873127,74.31150043096444",miscellaneous,09/01/15,0:10:00
Samanabad Town,Lahore,"31.526396844658596,74.30199487113896",miscellaneous,09/01/15,9:40:00
Samanabad Town,Lahore,"31.53098710232768,74.28641790238142",antinorcoticsact,10/01/15,21:20:00
Samanabad Town,Lahore,"31.532438658112405,74.29091835888268",motorcycletheft,08/01/15,17:25:00
Samanabad Town,Lahore,"31.530994318793695,74.3015096653138",loudspeakeract,10/01/15,17:10:00
Samanabad Town,Lahore,"31.53306442110413,74.29097685159796",antinorcoticsact,12/01/15,0:35:00
Samanabad Town,Lahore,"31.529305303158548,74.29536139836581",loudspeakeract,12/01/15,17:45:00
Samanabad Town,Lahore,"31.530854168081632,74.29736546000255",loudspeakeract,11/01/15,15:00:00
Samanabad Town,Lahore,"31.528642549381768,74.30160274835325",motorcycletheft,10/01/15,19:00:00
Samanabad Town,Lahore,"31.5275354,74.3110193",antinorcoticsact,13/01/15,6:00:00
Samanabad Town,Lahore,"31.5275468461618,74.31035995489029",antinorcoticsact,13/01/15,6:10:00
Samanabad Town,Lahore,"31.531816052001133,74.28756590609295",miscellaneous,14/01/15,10:40:00
Samanabad Town,Lahore,"31.53598783796347,74.29036199408749",narcotics,14/01/15,22:00:00
Samanabad Town,Lahore,"31.53047128101197,74.29099988626322",loudspeakeract,15/01/15,17:45:00
Samanabad Town,Lahore,"31.529868374067576,74.29116281912466",miscellaneous,16/01/15,0:25:00
Samanabad Town,Lahore,"31.530743291967475,74.29654388818216",antinorcoticsact,15/01/15,11:50:00
Samanabad Town,Lahore,"31.526715576424102,74.3099878162056",antinorcoticsact,15/01/15,12:05:00
Samanabad Town,Lahore,"31.530086743941762,74.30088916189652",cartheft,17/01/15,19:30:00
Aziz Bhatti Town,Lahore,"31.589394727093122,74.33256558069093",othercrimes,05/01/15,2:15:00
Aziz Bhatti Town,Lahore,"31.575580224289375,74.3409822224196",kidnapping,02/01/15,6:25:00
Aziz Bhatti Town,Lahore,"31.585525951970308,74.3466349838521",attemptedmurder,08/01/15,1:00:00
Aziz Bhatti Town,Lahore,"31.577862022946285,74.3416420059568",miscellaneous,05/01/15,7:48:00
Aziz Bhatti Town,Lahore,"31.582800703182023,74.34250930624609",cartheft,08/01/15,10:00:00
Aziz Bhatti Town,Lahore,"31.588438562936883,74.32569814471806",miscellaneous,09/01/15,11:55:00
Aziz Bhatti Town,Lahore,"31.580459842587224,74.33504512946244",robbery,11/01/15,16:00:00
Aziz Bhatti Town,Lahore,"31.58172801370115,74.33290499079402",miscellaneous,08/01/15,17:20:00
Aziz Bhatti Town,Lahore,"31.575849250833382,74.3485381109636",miscellaneous,11/01/15,11:50:00
Aziz Bhatti Town,Lahore,"31.58301210152437,74.34645839579471",miscellaneous,15/01/15,20:00:00
Aziz Bhatti Town,Lahore,"31.580925,74.3474193",robbery,15/01/15,17:00:00
Aziz Bhatti Town,Lahore,"31.57632122755157,74.34730216333703",attackongovtservant,15/01/15,20:45:00
Aziz Bhatti Town,Lahore,"31.585397519268675,74.3394460643153",attackongovtservant,15/01/15,19:00:00
Shalamar Town,Lahore,"31.579530417624255,74.31816632367291",othercrimes,08/01/15,12:30:00
Shalamar Town,Lahore,"31.578245627878616,74.31895512425818",motorcycletheft,03/01/15,14:30:00
Shalamar Town,Lahore,"31.575929822743692,74.31990047573805",loudspeakeract,11/01/15,19:00:00
Shalamar Town,Lahore,"31.575890103876286,74.31904063557992",loudspeakeract,11/01/15,19:35:00
Shalamar Town,Lahore,"31.576085532819643,74.3206228554756",antinorcoticsact,12/01/15,8:00:00
Shalamar Town,Lahore,"31.6462288,74.2839219",loudspeakeract,16/01/15,14:00:00
Shalamar Town,Lahore,"31.581399801103935,74.31929057180093",loudspeakeract,16/01/15,13:35:00
Nishtar Town,Lahore,"31.478100334403333,74.3343433059354",othercrimes,02/01/15,11:20:00
Nishtar Town,Lahore,"31.489164344064996,74.32706119311038",armsordinanceact,01/01/15,11:28:00
Nishtar Town,Lahore,"31.495976742584492,74.33226775826438",miscellaneous,02/01/15,9:36:00
Nishtar Town,Lahore,"31.48890024401464,74.33770921739956",overspeeding,03/01/15,18:05:00
Nishtar Town,Lahore,"31.48108990188015,74.31673168972668",othervehicletheft,07/01/15,7:00:00
Nishtar Town,Lahore,"31.47890706066059,74.34194113523272",miscellaneous,08/01/15,16:00:00
Nishtar Town,Lahore,"31.486814890895776,74.33092819534993",robbery,12/01/15,10:56:00
Data Gunj Baksh,Lahore,"31.555904490524345,74.31635337394962",armsordinanceact,01/01/15,0:10:00
Data Gunj Baksh,Lahore,"31.55320736697804,74.31522202350503",antinorcoticsact,01/01/15,1:20:00
Data Gunj Baksh,Lahore,"31.557652972268848,74.31717980415597",antinorcoticsact,01/01/15,0:40:00
Data Gunj Baksh,Lahore,"31.557856300287256,74.31640739683893",antinorcoticsact,01/01/15,2:00:00
Data Gunj Baksh,Lahore,"31.556697244253442,74.31241860511882",murder,01/01/15,22:25:00
Data Gunj Baksh,Lahore,"31.558150923241175,74.31228976348957",narcotics,02/01/15,11:15:00
Data Gunj Baksh,Lahore,"31.552814307341453,74.31597527531173",othercrimes,03/01/15,0:30:00
Data Gunj Baksh,Lahore,"31.550201812065765,74.31766368439564",antinorcoticsact,03/01/15,14:30:00
Data Gunj Baksh,Lahore,"31.550213026953493,74.31764660762346",narcotics,03/01/15,14:45:00
Data Gunj Baksh,Lahore,"31.561074880048835,74.3085889337991",fatalaccident,05/01/15,16:00:00
Data Gunj Baksh,Lahore,"31.55857132717317,74.31347472803884",othercrimes,02/01/15,12:00:00
Data Gunj Baksh,Lahore,"31.56040320333732,74.30775322526209",miscellaneous,08/01/15,20:30:00
Data Gunj Baksh,Lahore,"31.55059935880824,74.31485727021582",miscellaneous,08/01/15,22:35:00
Data Gunj Baksh,Lahore,"31.557447602392347,74.31366389589002",loudspeakeract,09/01/15,16:40:00
Data Gunj Baksh,Lahore,"31.55593073623087,74.31035685151538",miscellaneous,10/01/15,20:00:00
Data Gunj Baksh,Lahore,"31.555635767589088,74.31034158110415",loudspeakeract,10/01/15,19:50:00
Data Gunj Baksh,Lahore,"31.55258004370363,74.31406908928729",loudspeakeract,11/01/15,1:20:00
Data Gunj Baksh,Lahore,"31.562974015110804,74.31240333860458",othercrimes,03/01/15,23:30:00
Data Gunj Baksh,Lahore,"31.561006281232423,74.30861245708381",miscellaneous,11/01/15,12:45:00
Data Gunj Baksh,Lahore,"31.550211316478713,74.30919839059463",loudspeakeract,11/01/15,14:35:00
Data Gunj Baksh,Lahore,"31.556603663977,74.30597834725668",miscellaneous,09/01/15,16:00:00
Data Gunj Baksh,Lahore,"31.55612092795252,74.30747899453334",miscellaneous,12/01/15,23:50:00
Data Gunj Baksh,Lahore,"31.556073132770155,74.3075116339246",armsordinanceact,12/01/15,23:52:00
Data Gunj Baksh,Lahore,"31.555966422042673,74.30751314603128",armsordinanceact,12/01/15,23:54:00
Data Gunj Baksh,Lahore,"31.556051341430358,74.3075657631331",armsordinanceact,12/01/15,23:56:00
Data Gunj Baksh,Lahore,"31.555888172036354,74.30762661441793",armsordinanceact,12/01/15,23:57:00
Data Gunj Baksh,Lahore,"31.55578125910083,74.30780438409921",armsordinanceact,12/01/15,23:58:00
Data Gunj Baksh,Lahore,"31.562507616485718,74.31201836270802",bulgery,11/01/15,21:30:00
Data Gunj Baksh,Lahore,"31.55444312055059,74.31695976397755",robbery,12/01/15,22:45:00
Data Gunj Baksh,Lahore,"31.55609672194368,74.31923123179942",robbery,12/01/15,19:45:00
Data Gunj Baksh,Lahore,"31.562824265035,74.3129534048404",miscellaneous,15/01/15,12:00:00
Data Gunj Baksh,Lahore,"31.549388102367313,74.31579108114933",motorcycletheft,13/01/15,20:30:00
Data Gunj Baksh,Lahore,"31.55368294803256,74.31981129400978",othercrimes,10/01/15,20:30:00
Data Gunj Baksh,Lahore,"31.559792083579893,74.30909690148621",othercrimes,16/01/15,22:00:00
Data Gunj Baksh,Lahore,"31.561414323311105,74.30989469694383",bulgery,12/01/15,0:00:00
Data Gunj Baksh,Lahore,"31.55696809869621,74.3140352787073",narcotics,18/01/15,12:35:00
Data Gunj Baksh,Lahore,"31.559584625986716,74.31374504354756",narcotics,18/01/15,16:10:00
Data Gunj Baksh,Lahore,"31.56107746265421,74.3128293003633",narcotics,18/01/15,14:05:00
Data Gunj Baksh,Lahore,"31.561518944011855,74.31263868605704",tresspassing,17/01/15,0:00:00
Aziz Bhatti Town,Lahore,"31.577218215672392,74.38751207970203",attemptedmurder,07/01/15,11:00:00
Aziz Bhatti Town,Lahore,"31.564022006178543,74.38076143960292",othercrimes,06/01/15,14:00:00
Aziz Bhatti Town,Lahore,"31.56300735452859,74.38061236848695",armsordinanceact,05/01/15,23:55:00
Aziz Bhatti Town,Lahore,"31.56375371620363,74.38047232352577",telephoneact,04/01/15,20:50:00
Aziz Bhatti Town,Lahore,"31.574320031739585,74.38114730438745",robbery,31/01/15,15:00:00
Aziz Bhatti Town,Lahore,"31.56432870295605,74.3897644930385",attemptedmurder,03/01/15,17:45:00
Aziz Bhatti Town,Lahore,"31.563673933586497,74.38955772694882",miscellaneous,01/01/15,21:30:00
Aziz Bhatti Town,Lahore,"31.576299244941442,74.38126163126807",robbery,03/01/15,13:30:00
Aziz Bhatti Town,Lahore,"31.574228603353337,74.38670138457154",othercrimes,02/01/15,8:00:00
Aziz Bhatti Town,Lahore,"31.566265063600106,74.38742147732427",loudspeakeract,09/01/15,13:50:00
Aziz Bhatti Town,Lahore,"31.562619470983147,74.38048119252151",miscellaneous,09/01/15,15:00:00
Aziz Bhatti Town,Lahore,"31.564471344055708,74.38789645028697",armsordinanceact,15/01/15,15:05:00
Aziz Bhatti Town,Lahore,"31.565650858187045,74.38842970936886",gambling,15/01/15,1:35:00
Aziz Bhatti Town,Lahore,"31.5628030895433,74.38000214876597",miscellaneous,14/01/15,17:05:00
Aziz Bhatti Town,Lahore,"31.56460345265646,74.37299548694732",miscellaneous,12/01/15,22:15:00
Aziz Bhatti Town,Lahore,"31.56155193834638,74.38062642703407",motorcycletheft,12/01/15,9:00:00
Aziz Bhatti Town,Lahore,"31.573028997396097,74.37611577048838",gambling,12/01/15,18:15:00
Aziz Bhatti Town,Lahore,"31.571326971296415,74.37625956311203",robbery,12/01/15,18:45:00
Aziz Bhatti Town,Lahore,"31.56443190686516,74.38411237323233",pricecontrol,11/01/15,19:15:00
Aziz Bhatti Town,Lahore,"31.564470124348986,74.38466319393262",loudspeakeract,11/01/15,0:15:00
Aziz Bhatti Town,Lahore,"31.567979911357984,74.36587890441166",miscellaneous,10/01/15,15:10:00
Aziz Bhatti Town,Lahore,"31.56690398272868,74.38512976456036",othercrimes,10/01/15,10:00:00
Aziz Bhatti Town,Lahore,"31.564791443332727,74.37804527604949",loudspeakeract,10/01/15,6:50:00
Aziz Bhatti Town,Lahore,"31.57157814046297,74.3800726708309",robbery,14/01/15,9:30:00
Aziz Bhatti Town,Lahore,"31.57187860835143,74.38047036843983",motorcycletheft,14/01/15,22:30:00
Gulberg Town,Lahore,"31.505283432569584,74.3098510623089",miscellaneous,01/01/15,14:10:00
Gulberg Town,Lahore,"31.51022422945871,74.30210673084603",robbery,02/01/15,13:00:00
Gulberg Town,Lahore,"31.51170172135149,74.31314509772385",motorcycletheft,04/01/15,9:00:00
Gulberg Town,Lahore,"31.504534699465673,74.31153137179994",othercrimes,01/01/15,12:15:00
Gulberg Town,Lahore,"31.504583505154045,74.31153455716972",overspeeding,05/01/15,23:10:00
Gulberg Town,Lahore,"31.503944293695813,74.31133513241758",robbery,08/01/15,16:30:00
Gulberg Town,Lahore,"31.50392092869091,74.31125605771896",overspeeding,09/01/15,12:00:00
Gulberg Town,Lahore,"31.49322382346041,74.29568102665532",loudspeakeract,09/01/15,15:00:00
Gulberg Town,Lahore,"31.493635044328453,74.29474739662963",loudspeakeract,09/01/15,14:45:00
Gulberg Town,Lahore,"31.49372228521304,74.29453084035217",loudspeakeract,11/01/15,5:45:00
Gulberg Town,Lahore,"31.50922593012376,74.30353855784804",miscellaneous,09/01/15,12:00:00
Gulberg Town,Lahore,"31.509516430229244,74.30415481695809",armsordinanceact,10/01/15,0:05:00
Gulberg Town,Lahore,"31.51430189897488,74.31742491228648",miscellaneous,09/01/15,15:00:00
Gulberg Town,Lahore,"31.511075707020844,74.31398781250647",othercrimes,12/01/15,17:00:00
Gulberg Town,Lahore,"31.504668264836972,74.3117780309432",ppc,13/01/15,9:30:00
Gulberg Town,Lahore,"31.490008882591486,74.29817903137983",othercrimes,13/01/15,12:00:00
Gulberg Town,Lahore,"31.490179041916946,74.29677178543388",robbery,05/01/15,18:30:00
Gulberg Town,Lahore,"31.52014540159994,74.3224346345025",miscellaneous,14/01/15,20:30:00
Gulberg Town,Lahore,"31.520217011602426,74.32296368814772",miscellaneous,14/01/15,20:25:00
Gulberg Town,Lahore,"31.50594584447598,74.30650596107084",othercrimes,15/01/15,11:30:00
Gulberg Town,Lahore,"31.504837115516533,74.30770940319145",othercrimes,12/01/15,12:00:00
Gulberg Town,Lahore,"31.50335361674994,74.30778827306443",miscellaneous,15/01/15,12:00:00
Gulberg Town,Lahore,"31.493890964217478,74.29530781920235",outragingthemodestyofwomen,11/01/15,21:30:00
Gulberg Town,Lahore,"31.503765113386006,74.31104163266207",attackongovtservant,16/01/15,19:30:00
Gulberg Town,Lahore,"31.508297960880295,74.31025289773123",othercrimes,14/01/15,14:15:00
Cantonment,Lahore,"31.550668302654223,74.37126614691157",armsordinanceact,06/03/15,18:00:00
Cantonment,Lahore,"31.551015451184043,74.36637568485568",motorcycletheft,01/01/15,17:00:00
Cantonment,Lahore,"31.551248263543776,74.36642274678944",othercrimes,01/01/15,18:00:00
Cantonment,Lahore,"31.551152413971728,74.36641931556595",miscellaneous,02/01/15,12:03:00
Cantonment,Lahore,"31.55077879487346,74.37065747183526",miscellaneous,11/01/15,21:35:00
Nishtar Town,Lahore,"31.497452558594702,74.33474977128658",robbery,16/09/15,20:15:00
Nishtar Town,Lahore,"31.479979748430228,74.34198395041373",miscellaneous,01/01/15,11:10:00
Nishtar Town,Lahore,"31.479996627744384,74.34201543775515",miscellaneous,01/01/15,11:15:00
Nishtar Town,Lahore,"31.49967590327098,74.3374868192436",antinorcoticsact,01/01/15,0:55:00
Nishtar Town,Lahore,"31.500586335643057,74.33344278801341",overspeeding,01/01/15,1:40:00
Nishtar Town,Lahore,"31.499742667810015,74.33377491523582",antinorcoticsact,01/01/15,0:25:00
Nishtar Town,Lahore,"31.49776584441286,74.33458823589785",antinorcoticsact,01/01/15,0:35:00
Nishtar Town,Lahore,"31.492098764058113,74.33765622016098",overspeeding,01/01/15,2:00:00
Nishtar Town,Lahore,"31.50120636531084,74.35246799108428",antinorcoticsact,01/01/15,17:00:00
Nishtar Town,Lahore,"31.502505392747626,74.3344394747186",motorcycletheft,02/01/15,12:00:00
Nishtar Town,Lahore,"31.47355590725608,74.34484691576645",antinorcoticsact,03/01/15,11:10:00
Nishtar Town,Lahore,"31.48895792412772,74.34478338861146",antinorcoticsact,05/01/15,23:50:00
Nishtar Town,Lahore,"31.477402344171317,74.34317814281216",cartheft,05/01/15,12:50:00
Nishtar Town,Lahore,"31.47472927104283,74.34502827336075",antinorcoticsact,04/01/15,17:00:00
Nishtar Town,Lahore,"31.473044186781426,74.34506678838368",armsordinanceact,05/01/15,17:30:00
Nishtar Town,Lahore,"31.497484846039573,74.33481765803364",miscellaneous,04/01/15,16:45:00
Nishtar Town,Lahore,"31.49054067293679,74.3376369618937",miscellaneous,05/01/15,12:10:00
Nishtar Town,Lahore,"31.5025369874922,74.34838152701853",miscellaneous,06/01/15,11:45:00
Nishtar Town,Lahore,"31.50025235331409,74.3582409616213",localgovernment,10/01/15,11:30:00
Nishtar Town,Lahore,"31.49797126591829,74.3569747398736",localgovernment,10/01/15,11:40:00
Nishtar Town,Lahore,"31.499658626901226,74.35723526288147",localgovernment,10/01/15,11:45:00
Nishtar Town,Lahore,"31.491947144708924,74.33699059401596",motorcycletheft,09/01/15,20:00:00
Nishtar Town,Lahore,"31.47354823046117,74.34489656263811",attackongovtservant,09/01/15,12:10:00
Nishtar Town,Lahore,"31.487005935280933,74.33986656860098",miscellaneous,10/01/15,12:15:00
Nishtar Town,Lahore,"31.50184551801312,74.35985975997497",robbery,10/01/15,20:30:00
Nishtar Town,Lahore,"31.498520775878713,74.35871200193425",robbery,11/01/15,22:00:00
Nishtar Town,Lahore,"31.491187703651796,74.33736940902361",miscellaneous,11/01/15,12:24:00
Nishtar Town,Lahore,"31.497457266552363,74.33472371000025",miscellaneous,09/01/15,12:00:00
Nishtar Town,Lahore,"31.503451669296894,74.34206344788075",othercrimes,08/01/15,9:50:00
Nishtar Town,Lahore,"31.49941701687822,74.35707298945748",hurtpersonalfeud,08/01/15,0:00:00
Nishtar Town,Lahore,"31.50091772527968,74.35944786416371",miscellaneous,05/01/15,11:00:00
Nishtar Town,Lahore,"31.48017510072933,74.34221396884652",cartheft,13/01/15,21:30:00
Nishtar Town,Lahore,"31.501858110328943,74.35896518753542",antinorcoticsact,13/01/15,21:00:00
Nishtar Town,Lahore,"31.49200810426461,74.3374390703741",othercrimes,12/01/15,12:00:00
Aziz Bhatti Town,Lahore,"31.577876935645374,74.33449909585927",miscellaneous,02/01/15,21:25:00
Aziz Bhatti Town,Lahore,"31.57516452921503,74.33628488525757",othercrimes,04/01/15,19:00:00
Aziz Bhatti Town,Lahore,"31.57818885426199,74.33426421400281",miscellaneous,06/01/15,12:20:00
Aziz Bhatti Town,Lahore,"31.576282565827555,74.33445787078341",motorcycletheft,03/01/15,21:30:00
Aziz Bhatti Town,Lahore,"31.57668592308974,74.33432993371123",miscellaneous,06/01/15,12:25:00
Aziz Bhatti Town,Lahore,"31.57716853650193,74.3340953704183",miscellaneous,06/01/15,12:45:00
Aziz Bhatti Town,Lahore,"31.577637558289258,74.33410396258965",miscellaneous,06/01/15,12:45:00
Aziz Bhatti Town,Lahore,"31.577591691995238,74.33409082220965",miscellaneous,06/01/15,13:40:00
Aziz Bhatti Town,Lahore,"31.577939391438758,74.33421672587514",miscellaneous,06/01/15,14:00:00
Aziz Bhatti Town,Lahore,"31.578204200555742,74.33426710319952",miscellaneous,06/01/15,14:25:00
Aziz Bhatti Town,Lahore,"31.578197150873187,74.33425460571314",miscellaneous,06/01/15,15:25:00
Aziz Bhatti Town,Lahore,"31.57824151953228,74.33450264938205",miscellaneous,06/01/15,15:45:00
Aziz Bhatti Town,Lahore,"31.574995331403635,74.3362347876811",motorcycletheft,05/01/15,23:00:00
Aziz Bhatti Town,Lahore,"31.573743404024977,74.33712103133877",othercrimes,05/01/15,13:30:00
Aziz Bhatti Town,Lahore,"31.577752209989256,74.33409254957911",overspeeding,07/01/15,18:00:00
Aziz Bhatti Town,Lahore,"31.577784279956607,74.33406469554237",miscellaneous,07/01/15,18:05:00
Aziz Bhatti Town,Lahore,"31.575331468869685,74.33328121538305",bulgery,07/01/15,7:00:00
Aziz Bhatti Town,Lahore,"31.57746773040135,74.33415543453025",miscellaneous,07/01/15,18:20:00
Aziz Bhatti Town,Lahore,"31.580522109092968,74.33287012102238",miscellaneous,07/01/15,18:10:00
Aziz Bhatti Town,Lahore,"31.582210160448575,74.32804308720328",miscellaneous,06/01/15,14:00:00
Aziz Bhatti Town,Lahore,"31.576345321329608,74.3344734912009",miscellaneous,08/01/15,22:45:00
Aziz Bhatti Town,Lahore,"31.575620243007915,74.33332938229177",miscellaneous,09/01/15,12:30:00
Aziz Bhatti Town,Lahore,"31.57716525772113,74.32801406222903",motorcycletheft,08/01/15,9:00:00
Aziz Bhatti Town,Lahore,"31.577196358067646,74.33481288487195",miscellaneous,11/01/15,17:15:00
Aziz Bhatti Town,Lahore,"31.575018728855856,74.33634409340311",localgovernment,12/01/15,12:30:00
Aziz Bhatti Town,Lahore,"31.577557429453137,74.3341057911963",miscellaneous,11/01/15,16:00:00
Aziz Bhatti Town,Lahore,"31.575486676385044,74.3321967653235",miscellaneous,11/01/15,16:45:00
