Thana Name,District,Location,Crime Type,Date,Time
Aziz Bhatti Town,Lahore,"31.582700853227163,74.32880326957269",loudspeakeract,11/01/15,14:00:00
Aziz Bhatti Town,Lahore,"31.57662930628796,74.32398065714338",ppc,12/01/15,12:30:00
Aziz Bhatti Town,Lahore,"31.575455224677757,74.33471564444133",othercrimes,09/01/15,18:00:00
Aziz Bhatti Town,Lahore,"31.572219357382547,74.33073953261076",loudspeakeract,15/01/15,18:45:00
Aziz Bhatti Town,Lahore,"31.574691219484993,74.3394271144506",loudspeakeract,16/01/15,17:15:00
Aziz Bhatti Town,Lahore,"31.576177648017314,74.33473496763817",armsordinanceact,16/01/15,20:55:00
Aziz Bhatti Town,Lahore,"31.577092279845353,74.33417174657038",miscellaneous,15/01/15,19:05:00
Aziz Bhatti Town,Lahore,"31.576503915990283,74.33458994231884",othercrimes,16/01/15,17:30:00
Iqbal Town,Lahore,"31.464205059931547,74.25235228004304",armsordinanceact,01/01/15,0:00:00
Iqbal Town,Lahore,"31.464226425892928,74.25235080045154",armsordinanceact,01/01/15,0:05:00
Iqbal Town,Lahore,"31.464200704962185,74.25234282426769",armsordinanceact,01/01/15,0:15:00
Iqbal Town,Lahore,"31.46415414832778,74.25235819020988",miscellaneous,29/12/15,14:26:00
Iqbal Town,Lahore,"31.464150703835756,74.2523628523665",miscellaneous,02/12/15,14:28:00
Iqbal Town,Lahore,"31.464150703835756,74.2523628523665",miscellaneous,23/01/15,14:29:00
Iqbal Town,Lahore,"31.452404278359587,74.26826439521699",miscellaneous,01/01/15,22:30:00
Iqbal Town,Lahore,"31.45350498714321,74.24553184792806",overspeeding,01/01/15,23:50:00
Iqbal Town,Lahore,"31.452405637395813,74.26826186586311",fatalaccident,01/01/15,23:40:00
Iqbal Town,Lahore,"31.46451107745843,74.25430714884546",blindmurder,01/01/15,2:29:00
Iqbal Town,Lahore,"31.47074855612774,74.25933202631101",pricecontrol,02/01/15,14:50:00
Iqbal Town,Lahore,"31.46907242496118,74.25153623928243",othercrimes,01/01/15,9:47:00
Iqbal Town,Lahore,"31.46414278296936,74.24374736964027",motorcycletheft,01/01/15,19:30:00
Iqbal Town,Lahore,"31.468796284070987,74.25026746536378",miscellaneous,01/01/15,14:45:00
Iqbal Town,Lahore,"31.452116934059152,74.26783109289657",miscellaneous,05/01/15,7:30:00
Iqbal Town,Lahore,"31.4511481819183,74.24708952348513",armsordinanceact,04/01/15,17:00:00
Iqbal Town,Lahore,"31.46942518029294,74.2727469786836",robbery,03/01/15,4:00:00
Iqbal Town,Lahore,"31.469305858075206,74.26960283114984",robbery,02/01/15,12:30:00
Iqbal Town,Lahore,"31.46882212351209,74.24249641697716",robbery,02/01/15,21:00:00
Iqbal Town,Lahore,"31.46259949596414,74.27504310222733",robbery,03/01/15,16:30:00
Iqbal Town,Lahore,"31.466203770637904,74.27403842818224",robbery,05/01/15,19:48:00
Iqbal Town,Lahore,"31.469412707617018,74.2447984675519",bulgery,02/01/15,2:05:00
Iqbal Town,Lahore,"31.452432665645997,74.24959338982268",blindmurder,07/01/15,13:05:00
Iqbal Town,Lahore,"31.46827455764162,74.26628616820948",othercrimes,09/01/15,20:39:00
Iqbal Town,Lahore,"31.46411301912911,74.25530691254221",robbery,09/01/15,20:00:00
Iqbal Town,Lahore,"31.46411301912911,74.25530691254221",robbery,08/01/15,0:50:00
Iqbal Town,Lahore,"31.46411301912911,74.25530691254221",bulgery,07/01/15,16:05:00
Iqbal Town,Lahore,"31.45872627200071,74.26421431398091",othercrimes,07/01/15,16:15:00
Iqbal Town,Lahore,"31.44720462133469,74.27012314222563",motorcycletheft,04/01/15,18:00:00
Iqbal Town,Lahore,"31.44716824748903,74.27015164882049",othercrimes,03/01/15,19:30:00
Iqbal Town,Lahore,"31.47020122522802,74.24518162815967",bulgery,02/01/15,18:00:00
Iqbal Town,Lahore,"31.45872627200071,74.26421431398091",motorcycletheft,02/01/15,12:46:00
Iqbal Town,Lahore,"31.464633556643193,74.25409279936181",narcotics,14/01/15,0:00:00
Iqbal Town,Lahore,"31.450174495531595,74.24854738640926",carsnatching,13/01/15,15:00:00
Iqbal Town,Lahore,"31.46973233424136,74.24264144664247",loudspeakeract,12/01/15,18:00:00
Iqbal Town,Lahore,"31.47170918954253,74.2472418200553",loudspeakeract,12/01/15,17:00:00
Iqbal Town,Lahore,"31.46812267245308,74.24275120396926",loudspeakeract,11/01/15,22:02:00
Iqbal Town,Lahore,"31.4639096899485,74.25698655528662",loudspeakeract,11/01/15,20:44:00
Iqbal Town,Lahore,"31.47170918954253,74.2472418200553",narcotics,11/01/15,13:10:00
Iqbal Town,Lahore,"31.4515302287198,74.24560382300604",overspeeding,10/01/15,21:09:00
Iqbal Town,Lahore,"31.46973233424136,74.24264144664247",robbery,10/01/15,21:00:00
Iqbal Town,Lahore,"31.469757265982135,74.24265759413204",robbery,10/01/15,21:00:00
Iqbal Town,Lahore,"31.468918344285786,74.26987989628343",robbery,10/01/15,20:00:00
Iqbal Town,Lahore,"31.468952944097403,74.2699634137028",bulgery,10/01/15,20:00:00
Iqbal Town,Lahore,"31.4639096899485,74.25698655528662",robbery,10/01/15,19:00:00
Iqbal Town,Lahore,"31.528941807565847,74.28524982129734",narcotics,01/01/15,0:20:00
Iqbal Town,Lahore,"31.530583417409723,74.28397113677836",armsordinanceact,01/01/15,0:15:00
Iqbal Town,Lahore,"31.53479900474793,74.27928897225208",antinorcoticsact,01/01/15,0:40:00
Iqbal Town,Lahore,"31.527964590457998,74.26992914621674",miscellaneous,01/01/15,1:25:00
Iqbal Town,Lahore,"31.526066089299142,74.27548731766662",robbery,02/01/15,12:30:00
Iqbal Town,Lahore,"31.53259502575923,74.28623584385385",motorcycletheft,03/01/15,15:30:00
Iqbal Town,Lahore,"31.52588414636742,74.27966813382277",narcotics,04/01/15,2:20:00
Iqbal Town,Lahore,"31.526237693055922,74.28065068708473",robbery,03/01/15,7:00:00
Iqbal Town,Lahore,"31.5326126682782,74.28765857721619",othercrimes,05/01/15,8:50:00
Iqbal Town,Lahore,"31.531800979537092,74.27382354820313",narcotics,06/01/15,18:00:00
Iqbal Town,Lahore,"31.53425976821978,74.27603211479332",motorcycletheft,05/01/15,20:30:00
Iqbal Town,Lahore,"31.532781714872403,74.26692699039789",othercrimes,03/01/15,4:00:00
Iqbal Town,Lahore,"31.53438326698865,74.2832971546887",loudspeakeract,09/01/15,13:05:00
Iqbal Town,Lahore,"31.52896571337569,74.28499812836014",loudspeakeract,09/01/15,13:30:00
Iqbal Town,Lahore,"31.52833922269809,74.2725089140645",loudspeakeract,09/01/15,13:10:00
Iqbal Town,Lahore,"31.52923990809191,74.26986124122361",loudspeakeract,09/01/15,13:20:00
Iqbal Town,Lahore,"31.53318517143339,74.2704451574601",loudspeakeract,09/01/15,13:00:00
Iqbal Town,Lahore,"31.534888059603862,74.26947764370455",loudspeakeract,09/01/15,12:50:00
Iqbal Town,Lahore,"31.530693994695955,74.28086161368729",miscellaneous,10/01/15,16:15:00
Iqbal Town,Lahore,"31.527920883784933,74.28001540330534",othercrimes,10/01/15,7:45:00
Iqbal Town,Lahore,"31.5286827922602,74.27572484088417",loudspeakeract,10/01/15,19:00:00
Iqbal Town,Lahore,"31.528621979070902,74.27559838577025",narcotics,11/01/15,15:45:00
Iqbal Town,Lahore,"31.53480425993633,74.27906897294199",antinorcoticsact,12/01/15,2:30:00
Iqbal Town,Lahore,"31.523450818951552,74.27102322510294",robbery,12/01/15,19:00:00
Iqbal Town,Lahore,"31.529334390127197,74.2847462526486",robbery,10/01/15,12:00:00
Iqbal Town,Lahore,"31.535056281232162,74.28948694884811",kidnapping,10/01/15,22:00:00
Iqbal Town,Lahore,"31.538443971486725,74.29026741819712",motorcycletheft,11/01/15,6:00:00
Iqbal Town,Lahore,"31.532301977337145,74.28657649747554",bulgery,13/01/15,0:00:00
Iqbal Town,Lahore,"31.532392046420046,74.2866004084097",motorcycletheft,13/01/15,21:00:00
Iqbal Town,Lahore,"31.53547894510142,74.2895372363397",miscellaneous,13/01/15,22:30:00
Iqbal Town,Lahore,"31.528800231959178,74.28515881252432",miscellaneous,15/01/15,17:20:00
Iqbal Town,Lahore,"31.528741982000128,74.28501103969458",loudspeakeract,16/01/15,14:15:00
Iqbal Town,Lahore,"31.534725568344637,74.28358224249484",loudspeakeract,16/01/15,14:20:00
Iqbal Town,Lahore,"31.534823144640026,74.28675252259566",motorcycletheft,14/01/15,17:30:00
Iqbal Town,Lahore,"31.535042331715957,74.28380189776136",miscellaneous,18/01/15,0:20:00
Iqbal Town,Lahore,"31.53420841900769,74.28297750474137",othercrimes,06/01/15,19:00:00
Iqbal Town,Lahore,"31.53319712957747,74.2843046616893",miscellaneous,17/01/15,14:45:00
Iqbal Town,Lahore,"31.532346950092737,74.28676549321176",motorcycletheft,16/01/15,18:00:00
Iqbal Town,Lahore,"31.526816097964804,74.28129593615675",robbery,16/01/15,22:00:00
Iqbal Town,Lahore,"31.52623267380222,74.27996250850123",narcotics,17/01/15,14:00:00
Iqbal Town,Lahore,"31.523260339190877,74.27154638883722",cartheft,16/01/15,16:00:00
Iqbal Town,Lahore,"31.52756596425237,74.26985425299169",tresspassing,15/01/15,23:30:00
Data Gunj Baksh,Lahore,"31.5774099,74.3073476",motorcycletheft,01/01/15,22:30:00
Data Gunj Baksh,Lahore,"31.576163481433667,74.30964199531783",motorcycletheft,02/01/15,19:00:00
Data Gunj Baksh,Lahore,"31.575918824553455,74.30920919920707",othercrimes,05/01/15,16:15:00
Data Gunj Baksh,Lahore,"31.575277365580202,74.31283389429076",othercrimes,02/01/15,20:00:00
Data Gunj Baksh,Lahore,"31.574872715010326,74.31344008644638",miscellaneous,08/01/15,19:45:00
Data Gunj Baksh,Lahore,"31.576250683524222,74.3102378645854",othercrimes,07/01/15,14:00:00
Data Gunj Baksh,Lahore,"31.575247778750146,74.30913260161782",miscellaneous,09/01/15,16:15:00
Data Gunj Baksh,Lahore,"31.576783262883662,74.30838734622449",miscellaneous,10/01/15,9:00:00
Data Gunj Baksh,Lahore,"31.57686232864011,74.30852653152374",miscellaneous,10/01/15,12:00:00
Data Gunj Baksh,Lahore,"31.5744875,74.3113607",loudspeakeract,11/01/15,21:05:00
Data Gunj Baksh,Lahore,"31.5676501,74.3119784",othercrimes,15/01/15,22:15:00
Data Gunj Baksh,Lahore,"31.57604792075284,74.30872251648039",othercrimes,11/01/15,4:00:00
Data Gunj Baksh,Lahore,"31.5738214,74.3130987",bulgery,16/01/15,14:00:00
Nishtar Town,Lahore,"31.412053060613253,74.3602219301858",localgovernment,01/01/15,16:20:00
Nishtar Town,Lahore,"31.411441406758374,74.36147250063425",localgovernment,01/01/15,16:25:00
Nishtar Town,Lahore,"31.411431827814614,74.3613279362523",localgovernment,01/01/15,16:30:00
Nishtar Town,Lahore,"31.411821617176194,74.36043675136665",attackongovtservant,01/01/15,13:00:00
Nishtar Town,Lahore,"31.436043778048912,74.38144920697468",armsordinanceact,03/01/15,0:15:00
Nishtar Town,Lahore,"31.436004636861345,74.38142460855241",armsordinanceact,03/01/15,0:20:00
Nishtar Town,Lahore,"31.43594791856522,74.38145592131104",miscellaneous,02/01/15,23:50:00
Nishtar Town,Lahore,"31.418524106673118,74.37232560666205",gangrape,01/01/15,16:00:00
Nishtar Town,Lahore,"31.42907630708086,74.37475476596525",bulgery,03/01/15,2:00:00
Nishtar Town,Lahore,"31.437200056329782,74.35211660199911",miscellaneous,04/01/15,22:00:00
Nishtar Town,Lahore,"31.435340116927797,74.35638440285084",bulgery,02/01/15,21:00:00
Nishtar Town,Lahore,"31.438383133854185,74.35798045915755",miscellaneous,05/01/15,20:50:00
Nishtar Town,Lahore,"31.43975352293116,74.40015591783109",outragingthemodestyofwomen,02/01/15,15:00:00
Nishtar Town,Lahore,"31.422872132099283,74.37196493946192",miscellaneous,04/01/15,15:00:00
Nishtar Town,Lahore,"31.421762924727233,74.3644867946713",miscellaneous,04/01/15,15:30:00
Nishtar Town,Lahore,"31.419743293213408,74.36473326292727",miscellaneous,05/01/15,10:25:00
Nishtar Town,Lahore,"31.412951565966214,74.36332217494164",antinorcoticsact,05/01/15,14:20:00
Nishtar Town,Lahore,"31.420754423740778,74.36151688747834",loudspeakeract,07/01/15,19:05:00
Nishtar Town,Lahore,"31.40847036731614,74.3542549771959",narcotics,07/01/15,0:05:00
Nishtar Town,Lahore,"31.418136805829313,74.37222000468864",robbery,06/01/15,7:20:00
Nishtar Town,Lahore,"31.42160250853144,74.36212325922229",loudspeakeract,09/01/15,13:00:00
Nishtar Town,Lahore,"31.422511344553882,74.35914921150787",loudspeakeract,09/01/15,12:40:00
Nishtar Town,Lahore,"31.419185017557144,74.36028083803738",loudspeakeract,08/01/15,19:40:00
Nishtar Town,Lahore,"31.421975554044348,74.35895217479893",miscellaneous,08/01/15,18:15:00
Nishtar Town,Lahore,"31.41850006301088,74.35881923264101",miscellaneous,08/01/15,18:10:00
Nishtar Town,Lahore,"31.41543133918794,74.35912525706425",loudspeakeract,09/01/15,13:40:00
Nishtar Town,Lahore,"31.41491709579679,74.35927819062225",robbery,07/01/15,0:15:00
Nishtar Town,Lahore,"31.411022092845883,74.36294872977666",bulgery,07/01/15,3:10:00
Nishtar Town,Lahore,"31.408301832085947,74.36033102788312",loudspeakeract,09/01/15,13:15:00
Nishtar Town,Lahore,"31.422002795893157,74.36771769382447",loudspeakeract,09/01/15,12:40:00
Nishtar Town,Lahore,"31.424960277927735,74.36100473832714",loudspeakeract,09/01/15,13:20:00
Nishtar Town,Lahore,"31.436436774880963,74.35621365604861",loudspeakeract,09/01/15,13:20:00
Nishtar Town,Lahore,"31.441005617472722,74.36046700662506",loudspeakeract,09/01/15,22:15:00
Nishtar Town,Lahore,"31.43892663102342,74.35935927959834",loudspeakeract,09/01/15,13:00:00
Nishtar Town,Lahore,"31.43790997665552,74.36363256119647",loudspeakeract,09/01/15,12:55:00
Nishtar Town,Lahore,"31.43737668834964,74.36549890691266",robbery,06/01/15,22:00:00
Nishtar Town,Lahore,"31.436566390474187,74.36875704515153",motorcycletheft,06/01/15,20:30:00
Nishtar Town,Lahore,"31.445318355112356,74.38644176234055",loudspeakeract,09/01/15,22:30:00
Nishtar Town,Lahore,"31.447540262168825,74.38766917102329",loudspeakeract,09/01/15,22:25:00
Nishtar Town,Lahore,"31.446676403442513,74.39034391639971",loudspeakeract,09/01/15,22:20:00
Nishtar Town,Lahore,"31.44453071828876,74.38927429788515",loudspeakeract,09/01/15,22:15:00
Nishtar Town,Lahore,"31.429086515528265,74.37134272046929",loudspeakeract,09/01/15,13:10:00
Nishtar Town,Lahore,"31.421284879793035,74.36894960971186",loudspeakeract,09/01/15,12:30:00
Nishtar Town,Lahore,"31.423980005724644,74.35172106727101",loudspeakeract,09/01/15,12:40:00
Nishtar Town,Lahore,"31.41076724014625,74.35868888830387",loudspeakeract,09/01/15,13:25:00
Nishtar Town,Lahore,"31.410331420546573,74.35911751554794",loudspeakeract,09/01/15,13:20:00
Nishtar Town,Lahore,"31.412848243639377,74.35356385525209",loudspeakeract,09/01/15,13:50:00
Nishtar Town,Lahore,"31.408489756190022,74.35213983813298",loudspeakeract,09/01/15,13:45:00
Nishtar Town,Lahore,"31.409296763248665,74.35633277330633",loudspeakeract,09/01/15,12:52:00
Nishtar Town,Lahore,"31.42288306371841,74.36501297330865",loudspeakeract,11/01/15,6:25:00
Nishtar Town,Lahore,"31.437153187546908,74.36612925205534",bulgery,01/01/15,11:10:00
Nishtar Town,Lahore,"31.412189373283155,74.36025483646038",localgovernment,10/01/15,13:30:00
Nishtar Town,Lahore,"31.431117223920506,74.35101491801008",robbery,11/01/15,14:45:00
Nishtar Town,Lahore,"31.425638746571714,74.35552321450946",loudspeakeract,09/01/15,12:50:00
Nishtar Town,Lahore,"31.411602897883974,74.35204545165753",fatalaccident,11/01/15,19:08:00
Nishtar Town,Lahore,"31.396268414877206,74.36155797927387",loudspeakeract,09/01/15,13:15:00
Nishtar Town,Lahore,"31.41899485991734,74.35886234525238",ppc,12/01/15,19:00:00
Nishtar Town,Lahore,"31.430600360515847,74.35709712520831",narcotics,15/01/15,0:05:00
Nishtar Town,Lahore,"31.43123253290401,74.35698364232864",narcotics,13/01/15,21:00:00
Nishtar Town,Lahore,"31.435042557170416,74.3579269474318",bulgery,10/01/15,10:00:00
Nishtar Town,Lahore,"31.433835064427655,74.36413289716961",attemptedmurder,13/01/15,18:07:00
Nishtar Town,Lahore,"31.43582964467271,74.36762322002116",othercrimes,12/01/15,2:30:00
Nishtar Town,Lahore,"31.436046799218918,74.37074577044957",bulgery,14/01/15,10:00:00
Nishtar Town,Lahore,"31.43681299823401,74.3776980654575",electricityact,08/01/15,12:45:00
Nishtar Town,Lahore,"31.436167170695402,74.36978171929141",othervehiclesnatching,11/01/15,1:30:00
Nishtar Town,Lahore,"31.421708030017886,74.35847611250051",motorcycletheft,13/01/15,8:30:00
Nishtar Town,Lahore,"31.412575368227863,74.3596435496977",robbery,14/01/15,0:05:00
Nishtar Town,Lahore,"31.393113615289373,74.35801774565446",othercrimes,12/01/15,18:40:00
Nishtar Town,Lahore,"31.411912587341543,74.36067812958538",kiteflyingact,16/01/15,14:00:00
Nishtar Town,Lahore,"31.412288064214092,74.36205091675303",antinorcoticsact,16/01/15,0:05:00
Nishtar Town,Lahore,"31.425734566303028,74.35771804790721",motorcycletheft,14/01/15,18:30:00
Nishtar Town,Lahore,"31.432006979926605,74.35689956674153",loudspeakeract,16/01/15,13:15:00
Nishtar Town,Lahore,"31.43539219978293,74.35640204012084",robbery,15/01/15,8:30:00
Nishtar Town,Lahore,"31.43840837773991,74.38550454902003",loudspeakeract,16/01/15,12:50:00
Nishtar Town,Lahore,"31.446475621470608,74.39045974051004",loudspeakeract,16/01/15,13:05:00
Nishtar Town,Lahore,"31.45419315964334,74.38299983652705",othercrimes,12/01/15,12:30:00
Nishtar Town,Lahore,"31.437431192505425,74.35563451548177",robbery,15/01/15,0:15:00
Nishtar Town,Lahore,"31.400291524506965,74.36099706007322",miscellaneous,15/01/15,21:10:00
Nishtar Town,Lahore,"31.400222083576843,74.36101587393338",miscellaneous,15/01/15,21:40:00
Nishtar Town,Lahore,"31.424906656822888,74.36100142239829",narcotics,17/01/15,12:10:00
Nishtar Town,Lahore,"31.428114813171728,74.35742534651779",robbery,15/01/15,22:30:00
Nishtar Town,Lahore,"31.429516554817475,74.35713146180815",miscellaneous,18/01/15,0:20:00
Nishtar Town,Lahore,"31.43182505109549,74.35683046732686",narcotics,17/01/15,20:15:00
Nishtar Town,Lahore,"31.431723884843343,74.35647376184684",robbery,17/01/15,3:17:00
Wagha Town,Lahore,"31.546368433853214,74.4161890006441",antinorcoticsact,01/01/15,0:50:00
Wagha Town,Lahore,"31.548830580146955,74.38333532512881",rape,01/01/15,17:30:00
Wagha Town,Lahore,"31.530562319543176,74.36873998406122",antinorcoticsact,01/01/15,0:15:00
Wagha Town,Lahore,"31.550271426121444,74.38035599170044",miscellaneous,01/01/15,17:40:00
Wagha Town,Lahore,"31.54860950116436,74.40651536466693",pricecontrol,01/01/15,13:10:00
Wagha Town,Lahore,"31.542302004359072,74.40042017454529",overspeeding,01/01/15,12:10:00
Wagha Town,Lahore,"31.549482490258704,74.3803721840062",miscellaneous,03/01/15,15:20:00
Wagha Town,Lahore,"31.545913650998727,74.38015560334321",motorcycletheft,02/01/15,20:00:00
Wagha Town,Lahore,"31.552648857660373,74.37762831508695",kidnappingminors,03/01/15,18:00:00
Wagha Town,Lahore,"31.540091303331824,74.3737991307656",kidnapping,05/01/15,16:30:00
Wagha Town,Lahore,"31.54950623728629,74.38128770060452",othervehiclesnatching,04/01/15,1:15:00
Wagha Town,Lahore,"31.54214538690508,74.42586805935191",pricecontrol,05/01/15,17:10:00
Wagha Town,Lahore,"31.550384414281766,74.38296881066012",othercrimes,01/01/15,14:00:00
Wagha Town,Lahore,"31.546438612049748,74.4157222110848",bulgery,01/01/15,21:00:00
Wagha Town,Lahore,"31.546920101875006,74.38034607846043",miscellaneous,06/01/15,11:35:00
Wagha Town,Lahore,"31.549902123106328,74.37987559793187",miscellaneous,08/01/15,23:00:00
Wagha Town,Lahore,"31.546280606106258,74.37645266277542",secratarianism,08/01/15,23:55:00
Wagha Town,Lahore,"31.546381669183024,74.3747092895786",loudspeakeract,08/01/15,23:55:00
Wagha Town,Lahore,"31.552110191060727,74.38869114891095",loudspeakeract,08/01/15,23:50:00
Wagha Town,Lahore,"31.549046786321238,74.40155569695538",narcotics,08/01/15,0:30:00
Wagha Town,Lahore,"31.549576853457907,74.4030985151939",loudspeakeract,09/01/15,5:50:00
Wagha Town,Lahore,"31.546621441331986,74.40490292904023",motorcycletheft,03/01/15,22:00:00
Wagha Town,Lahore,"31.54641669734722,74.40494782731555",secratarianism,08/01/15,23:55:00
Wagha Town,Lahore,"31.541560889422616,74.40067614822237",armsordinanceact,07/01/15,2:10:00
Wagha Town,Lahore,"31.548100704309924,74.40142381380514",motorcycletheft,08/01/15,20:00:00
Wagha Town,Lahore,"31.54689159231215,74.40385757901794",motorcycletheft,05/01/15,14:00:00
Wagha Town,Lahore,"31.547894710469116,74.40651194849937",othercrimes,09/01/15,10:30:00
Wagha Town,Lahore,"31.546059275880996,74.41699571177836",othercrimes,09/01/15,10:18:00
Wagha Town,Lahore,"31.547860463540136,74.42055358568561",loudspeakeract,09/01/15,13:15:00
